Name,Brand,Notes
Felanilla Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale"," vanilla absolute, saffron, orris, banana wood, hay absolute, amber"
Drama Nuui Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale"," petit grain, absinthe, jasmine, spices, guaiac wood, sandalwood, musk."
Chergui Eau de Parfum,Serge Lutens," honey, musk, incense, tobacco leaf, hay sugar, amber, iris, rose and sandalwood"
Jade Eau de Parfum,Olivier Durbano," green tea, star anise, mint, cardamom, iris, jasmine, Chinese cinnamon, amber, patchouli, vetiver, moss, musk, immortale, mathé"
Jus d'Amour - Eau de Parfum,Parfums Mercedes," coco palm, aqualeaf accord, night-blooming jasmine, violet, Tahitian vanilla, sandalwood, cashmere woods"
Jus d'Amour - Perfume oil Perfume Oil,Parfums Mercedes," coco palm, aqualeaf accord, night-blooming jasmine, violet, Tahitian vanilla, sandalwood, cashmere woods"
Monyette Paris Eau de Parfum Spray,Monyette Paris," Tahitian gardenia, French muguet du bois, hints of island vanilla orchid"
Lyric for Women Eau de Parfum,Amouage," Bergamot, spicy cardamom, cinnamon, ginger, rose, angelica, jasmine, ylang-ylang, geranium, orris, oakmoss, musk, wood, patchouli, vetiver, sandalwood, vanilla, tonka bean, frankincense"
Lyric for Men Eau de Parfum,Amouage," Bergamot, lime, rose, angelica, orange blossom, green galbanum, spicy ginger, nutmeg, saffron, pine, sandalwood, vanilla, musk, frankincense"
Blenheim Bouquet Eau de Toilette,Penhaligons," Lemon, Lime and Lavender, Pine, Musk and Black pepper"
Quercus Cologne,Penhaligons," Lemon, Lime, Mandarin, Bergamot, Jasmine, Lily of the Valley, Cardamom, Oakmoss, Sandalwood, Galbanum, Musk, Amber"
Artemisia Eau de Parfum,Penhaligons," Nectarine and Green Foliage, Green Apple,  Lily of the Valley,  Jasmine Tea,  Violet and Vanilla,  Oakmoss,  Sandalwood,  Musk,  Amber and Vanilla"
Opus 1870 Eau de Toilette,Penhaligons," Bourbon black pepper, Yuzu fruit, Coriander, English Clove Rose, Cinnamon, Incense, Cedarwood, Australian Sandalwood, Ciara wood, Musk"
Endymion Cologne,Penhaligons," Bergamot, Mandarin, Lavender and Sage Geranium and Coffee Absolute, Vetiver, Nutmeg, Black pepper, Cardamom, Musk, Leather, Sandalwood, Incense, Frankincense and Myrrh"
Vetiver Dance Eau de Toilette,Tauer Perfumes," Vetiver from Java, grapefruit, black pepper, clary sage, Rose absolute, lily of the valley, ambergris, cedar wood, tonka, cistus"
Aziyade Eau de Parfum,Parfum d'Empire," pomegranate, crystallized date, almond, orange and prune, cardamom, cinnamon, ginger, Egyptian cumin, carob, frankincense, vanilla, Madagascar vanilla absolute, patchouli, musk, cistus"
Neroli Eau de Parfum,Profumum," Orange blossom, wood of orange, myrrh"
Dambrosia Eau de Parfum,Profumum," pear, almond, fig, sandalwood"
Private Collection: L'Eau Guerriere Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale"," cinchona bark, sky aldehydes, olibanum, aloe wood, musk"
China White Parfum Extrait,Nasomatto,
L'Ete en Douce Eau de Toilette,L'Artisan Parfumeur," mint, rose, orange blossom, linden blossom, hay, white woods, and white musk"
Sienne l'Hiver Eau de Toilette,Eau d'Italie," Violet leaf, geranium, black olive, white truffle, smoke, woods, coal roasted chestnuts, Autumn leaves, French straw, iris root, and white musk."
Eau d'Italie - eau de toilette Eau de Toilette,Eau d'Italie," Citrus, bergamot, blackcurrant, magnolia, cedar, incense"
Geisha Blanche Eau de Parfum,Aroma M," Lychee, jasmine, hyacinth, ylang ylang"
Patchouli Noir Eau de Parfum,Il Profumo," Mint, cedarwood, patchouli, poppy, vanilla"
Five O'Clock Au Gingembre Eau de Parfum,Serge Lutens," Bergamot, candied ginger, honey, patchouli, pepper, and dark cocoa"
Red Aoud Eau de Parfum,Montale," Aoud, red pepper, saffron, cumin, orris, Haitian vetiver, Mysore sandalwood"
Sel Marin Eau de Parfum,HEELEY," lemon, Sicilian bergamot, sea salt, seaweed, vetiver, birch, cedar"
21 Eau de Parfum,Costume National," bergamot, milk, orange blossoms, saffron, cumin, pepper, cashmere wood, royal jelly, moss, clary sage, patchouli, olibanum, amber, sandalwood, oudh wood, cedar, vetiver, labdanum, tonka bean, vanilla and musk"
Jubilation 25 Eau de Parfum,Amouage," Tarragon, lemon, ylang ylang, Rock rose, frankincense, davana, labdanum ciste, patchouli, amber, vetiver, musk, myrrh"
Incense Rose Eau de Parfum,Tauer Perfumes," Clementine, bergamot, castor, Bulgarian rose, orris, Texan cedarwood, incense, labdanum, myrrh, patchouli, ambergris"
Patchouli Leaves Eau de Parfum,Montale," patchouli, oak, vanilla, amber, white musk, cystus ladaniferus"
Absinth Parfum Extrait,Nasomatto,
Narcotic V Parfum Extrait,Nasomatto,
Silver Musk Parfum Extrait,Nasomatto,
Duro Parfum Extrait,Nasomatto,
Incense extreme Eau de Parfum,Tauer Perfumes," Incense, touch of spices, powdery orris, cedarwood, ambergris, frankincense"
No. 4 Eau de Toilette,Cereus," Cedrat, Grapefruit, Tagete, Green Apple, Marine Notes, Galbanum, Vetiver, Papyrus"
No. 6 Eau de Toilette,Cereus," Fennel, Italian Bergamot, Lemon Murcia from Spain, Cardamom, Quince, Licorice Bark, Spider Orchid, Haitian Vetiver, Amber, Cedar"
No. 7 Eau de Toilette,Cereus," Bergamot, Mandarin Oil, Clary Sage Absolute, Pepperwood, Jasmine, Saffron, Pomerose, Violet, Musk, Leather, Tonka Bean, Australian Coachwood"
Domenico Caraceni 1913 Eau de Toilette,Domenico Caraceni," Petit grain, styrax, geranium bourbon, neroli bigarade, rose, tobacco, cypress, frankincense"
Aoud Queen Roses Eau de Parfum,Montale," roses from Grasse and Arabia, hibiscus from Guinea, oud"
Lady Vengeance Eau de Parfum,Juliette Has a Gun," Bulgarian rose, vanilla, patchouli"
Cologne Cedrat Eau de Cologne,PARFUMS DE NICOLAI," cedrat (citron), bergamot, black pepper, patchouli"
Fig Tea Eau de Toilette,PARFUMS DE NICOLAI," figs, osmanthus, davana, tea"
Fleurs d'Oranger Eau de Parfum,Serge Lutens," Orange blossom, white jasmine, Indian tuberose, white rose, citrus peel, hibiscus seeds, cumin, nutmeg"
Clair de Musc Eau de Parfum,Serge Lutens," Musk, bergamot, neroli petals, Tuscan iris powder"
Un Bois Vanille Eau de Parfum,Serge Lutens," Black vanilla absolute, licorice, sandalwood, coconut milk, beeswax, caramelized benzoin, bitter almond, Gaiac wood, tonka bean"
Datura Noir Eau de Parfum,Serge Lutens," Myrrh, bitter almond, tonka bean, musk, osmanthus, heliotrope, mandarin, lemon blossom, tuberose, vanilla, coconut oil, apricot"
Geisha Noire Eau de Parfum,Aroma M," black amber, sandalwood, tonka bean"
Osmanthus Interdite Eau de Parfum,Parfum d'Empire," Chinese tea, osmanthus, rose, jasmine, musk"
Equistrius Eau de Parfum,Parfum d'Empire," Orris, violet, rice powder, chocolate, ambrette, sandalwood, vetiver, grey amber"
Fougere Bengale Eau de Parfum,Parfum d'Empire," Lavender, tarragon, patchouli, geranium, tobacco, tonka beans, vanilla"
Black Tourmaline Eau de Parfum,Olivier Durbano," Cardamom, coriander, cumin, frankincense, pepper, smoked wood, oud, leather, precious woods, musk, amber, moss, patchouli"
Olibanum Eau de Parfum,Profumum," incense, myrrh, orange blossom, sandalwood"
Acqua Viva Eau de Parfum,Profumum," Amalfi lemon, Sicilian broom flower, cypress, cedar"
Chocolate Greedy Eau de Parfum,Montale," tonka bean, bitter orange, cacao cream, vanilla from Madagascar"
L'Eau de L'Artisan Eau de Toilette,L'Artisan Parfumeur," lemon, verbena, mint, basil, fresh-cut grass, seaweed"
Alba Eau de Parfum,Profumum," sandalwood, hazel wood, almond wood, amber"
Blu Perfume Oil,Bruno Acampora," Tuberose, Orange, Sandalwood, Ylang Ylang"
Jasmin Perfume Oil,Bruno Acampora," Jasmine, Cyclamen, Cloves, Ylang Ylang"
Musc Perfume Oil,Bruno Acampora," Musk, Rose, Violet, Vanilla, Cloves, Amber, Sandalwood"
White Aoud Eau de Parfum,Montale," Damas Rose, Safran, Oud, Cardamom, Jasmine, Patchouli, Mysore Sandalwood, Precious Wood, Amber, Vetiver, Vanilla, Labdanum"
Roses Musk Eau de Parfum,Montale," Rose essence, rose absolute, jasmine, musk, amber"
Perfect Kiss Eau de Parfum,Sarah Horowitz Parfums," jasmine, honeysuckle, amber, dark chocolate, sandalwood"
Rock Crystal Eau de Parfum,Olivier Durbano," orange, pepper, coriander, cardamom, cumin, olibanum, benzoin, myrrh, cistus, sandalwood, cedar, vetiver, everlasting flower, oakmoss, musk"
Tuberosa Eau de Parfum,Profumum," Tuberose, jasmine"
Victrix Eau de Parfum,Profumum," Pink pepper, vetiver, laurel, coriander, musk"
Ambra Aurea Eau de Parfum,Profumum, Grey amber absolute (we're pretty sure there's more to it)
Promesse de l'Aube Eau de Parfum,Parfums MDCI," Mandarin, lemon, ylang-ylang, jasmine, sandalwood, tonka bean and vanilla"
Rose de Siwa Eau de Parfum,Parfums MDCI," Lychee, peony, hawthorn, Moroccan and Turkish roses, violet, cedar, musk and vetiver"
Ambre Topkapi Eau de Parfum,Parfums MDCI," Bergamot, grapefruit, pineapple, melon, cinnamon, cardamom, nutmeg ginger, basil, thyme, lavender, oak moss, vetiver, sandalwood, rosewood, leather, Darjeeling tea, amber, musk, vanilla, jasmine and violet."
Invasion Barbare Eau de Parfum,Parfums MDCI," Grapefruit, bergamot, violet leaves, white thyme, cardamom, lavender, ginger, cedarwood, vanilla and musk"
Bois Farine Eau de Toilette,L'Artisan Parfumeur," white cedar, gaiacwood and sandalwood, white iris, farine flower, fennel seed."
The Pour un Ete Eau de Toilette,L'Artisan Parfumeur," Jasmine Tea, Green Tea, hints of lemon and peppermint"
Private Collection: L'Ombre Fauve Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale"," amber, musk, woods, incense, patchouli"
Ambre Sultan Eau de Parfum,Serge Lutens," coriander, amber, oregano, bay leaf, myrtle, angelica root, sandalwood, patchouli, benzoin, vanilla"
Tubereuse Couture Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale"," kalamanzi oil, green jasmine shoots, ylang-ylang, sugar cane, Indian tuberose, Sumatra benzoin, papyrus."
Anne Pliska - Eau de Parfum,Anne Pliska," Bergamot, amber, patchouli, geranium, musk, vanilla"
AMAZE Parfum Eau de Parfum,People of the Labyrinths," Henna, Saffron, Taif Rose, Orange Blossom, Wardia Rose, Agarwood, Sandalwood, Musk, Civet."
Ambre Russe Eau de Parfum,Parfum d'Empire," tea, incense, vodka, champagne, cumin, coriander, cinnamon, ambergris, vanilla, leather"
Cuir Ottoman Eau de Parfum,Parfum d'Empire," jasmine, leather, iris, benzoin, balsams, resins, incense"
Eau Suave Eau de Parfum,Parfum d'Empire," pepper, coriander, saffron, Rose de Malmaison, apricot, raspberry, peach, vanilla and musk"
Iskander Eau de Parfum,Parfum d'Empire," citron, mandarin, grapefruit, estragon, coriander, orange blossom, oakmoss,  amber and musk"
Soavissima Eau de Parfum,Profumum," powdery notes, white flowers, amber"
Confetto Eau de Parfum,Profumum," sugared almond, amber, musk, hint of anise"
Dulcis in Fundo Eau de Parfum,Profumum," Citrus fruits, Mexican vanilla"
Fumidus Eau de Parfum,Profumum," Essence of distilled scotch, vetiver root, birch bark"
Cardinal Eau de Parfum,HEELEY," incense, cistus, grey amber, patchouli, vetiver"
Vanille Absolu Eau de Parfum,Montale," vanilla, cinnamon, clove, woods"
Wood and Spices Eau de Parfum,Montale," ebony, sandalwood, vetiver; incense, cardamom, spices"
Intense Tiare Eau de Parfum,Montale," tiare, ylang-ylang, vanilla, coconut milk, jasmine, roses"
Black Aoud Eau de Parfum,Montale," Red rose, aoud, labdanum, sandalwood"
Aoud Cuir d'Arabie Eau de Parfum,Montale," tobacco, leather and burnt wood dry notes, here the Oud produces all of its strength and softness."
Gardenia Eau de Parfum,Isabey," tangerine bark, ylang-ylang, orange flowers, gardenia extract, Bulgarian rose, jasmine, iris, musk, ambergris, sandalwood"
L'eau de Circe Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale"," Damask rose, jasmine, osmanthus, orchid, ylang-ylang, white peach leaf, tangerine, patchouli, wooden accords, and amber"
Premier Figuier Extreme Eau de Parfum,L'Artisan Parfumeur," fig, fig leaf, milk of almond, sandalwood, coconut"
Musc Maori Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",
Brulure de Rose Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale","Brazilian Rosewood, Rose Buds, Litchi, Raspberry, Sandalwood, Amber, Vanilla, Cocoa"
Cuir Venenum Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale"," leather, absolute of orange blossom, myrrh, citrus, cedar, coconut, honeyed musk"
Harmatan Noir Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale"," aromatic dry woods, dried flowers, herbs, cedar, dried jasmine, citrus, mint"
L'eau Rare Matale Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale"," sage, white fowers, bergamot, black Matale tea, Virginia cedar, Chinese cedar, vetiver, birch, burnt woods, pepper and musk"
Coze Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale"," canapa sativa seed oil, pepper, pimento, coffee, ebony wood, chocolate, bourbon vanilla pods"
Geisha Marron roll-on Perfume Oil,Aroma M," grapefruit, mandarin, bergamot, muguet, japanese magnolia, chestnut blossom (white flower)"
Dzongkha Eau de Toilette,L'Artisan Parfumeur," Lichee, Cardamom, Peony, Iris, Tea Leaves, Incense"
Miss Marisa perfume spray Eau de Parfum,Ebba," plum blossom, cassis, fresh mint, waterlily"
Miss Marisa Tropical perfume spray Eau de Parfum,Ebba," mango, coconut, ginger, peach, waterlilly, casis"
Fiore d'Ambra Eau de Parfum,Profumum," amber gris, opium"
Thundra Eau de Parfum,Profumum," leaves, mint, patchouli, white musk"
Acqua di Sale Eau de Parfum,Profumum," aroma of salt on the skin, myrtle, cedarwood, marine algae"
Ichnusa Eau de Parfum,Profumum," myrtle, fig-tree wood, cut grass"
Acqua e Zucchero Eau de Parfum,Profumum," orange blossom, wild berries, vanilla"
Patchouly Eau de Parfum,Profumum," Patchouli, amber, sandalwood, incense"
Santalum Eau de Parfum,Profumum," Sandalwood, myrrh, cinnamon"
Antico Caruso Eau de Parfum,Profumum," Citrus, almond, sandalwood"
Sel de  Vetiver Eau de Toilette,The Different Company," Grapefruit, patchouli, cardamom, geranium, Haitian vetiver, iris, ylang ylang"
Patchouli Patch Eau de Toilette,L'Artisan Parfumeur," osmanthus, patchouli, white musk, anise, spices"
L'Eau d'Ambre Eau de Toilette,L'Artisan Parfumeur," geranium, patchouli, vanilla, amber"
Kai - Eau de Parfum Eau de Parfum Spray,Kai, Notes of gardenia and white exotic florals
Fleur de Comores Eau de Parfum,Maitre Parfumeur et Gantier," Blackcurrant, passionfruit, leafy green, vanilla, orange blossom, jasmine, ambegris, vetiver, musk."
Lonestar Memories Eau de Toilette,Tauer Perfumes," Geranium, Carrot seed, Clary sage, Birchtar, Cistus, Jasmine, Cedar wood, Myrrh, Tonka, Vetiver, Sandalwood"
Musc Bleu Eau de Parfum,Il Profumo," Neroli flower, oak moss, moss flowers, woods, Ylang-Ylang, black geranium, white sandalwood."
Mure et Musc Extreme Eau de Parfum,L'Artisan Parfumeur," blackberries, musk, citrus L'artisan's Vanilla"
Fou d'Absinthe Eau de Parfum,L'Artisan Parfumeur," absinthe, star anise, dry pine, cistus, angelica flower, blackcurrant buds, clove, ginger, nutmeg, patchouli, pepper, pine needles, fir balsam"
Luctor et Emergo - Eau de Toilette,People of the Labyrinths," precious woods, vanilla, fresh grasses, white florals (and dozens of prized ingredients we can't name!)"
Vanille Extreme Eau de Toilette,Comptoir Sud Pacifique," tahitian vanilla, spices"
Vanille Bourbon Eau de Parfum,Il Profumo," cedar flowers, orchids (bourbon and yellow), heliotrope, tiare, rose wood"
Chocolat Eau de Parfum,Il Profumo," mandarin, nutmeg, sandalwood, galbanum, cocoa, plum, jasmine, yellow rose, vanilla"
Green Eau de Parfum,Nanadebary," citron, bergamot, basil, cardamom, thyme, musk, vetiver"
Mechant Loup Eau de Toilette,L'Artisan Parfumeur," hazelnut, spices, honey, tonka bean"
La Chasse Aux Papillons EXTREME Eau de Parfum,L'Artisan Parfumeur," Linden blossom, lemon tree blossom, orange blossom, jasmine, tuberose"
Geisha Green roll-on perfume oil,Aroma M," absinthe, black currant, violet, mandarin, amber, tonka"
Narzi� - (Narziss) eau de toilette,Dorissima," tarragon, royal sage, rose, atlas cedar, vetiver, tonka, fig leaves"
Coral Perfume Oil,Sage," orange blossom, mimosa, sandalwood, vanilla, hints of coconut"
Moonstone Perfume Oil,Sage," gardenia, amber, vanilla, oakmoss, tobacco"
Verveine d'Eugene Eau de Parfum,HEELEY," blackcurrant, tomato leaves, verbena, fig leaves, white musk"
Iris de Nuit Eau de Parfum,HEELEY," white cedar, grey amber, iris, angelica seeds, ambrette"
Menthe Fraiche Eau de Parfum,HEELEY," mint leaves, Sicilian bergamot, mate, green tea, lotus leaves, white cedar"
Number One Intense Eau de Parfum,PARFUMS DE NICOLAI," Egyptian jasmine, Indian tuberose, orange blossom absolute, cassis, rose, iris"
Odalisque Eau de Parfum,PARFUMS DE NICOLAI," lily of the valley, jasmine, iris root"
Vanille Tonka Eau de Parfum,PARFUMS DE NICOLAI," vanilla, frankincense, tonka bean, tangerine, lime"
Eau d'ete Eau Fraiche,PARFUMS DE NICOLAI," jasmine, lime, grapefruit, blood orange, cinnamon, balsam, musk"
Cologne Sologne Eau de Cologne,PARFUMS DE NICOLAI," neroli, sandalwood,  grapefruit, lemon verbena, Sicilian bergamot"
Vetyver Eau de Toilette,PARFUMS DE NICOLAI," vetiver, cumin, black pepper, clove, coriander, ylang ylang, jasmine, tonka bean absolute"
New York Eau de Toilette,PARFUMS DE NICOLAI," Lemon, petitgrain, bergamot, lavender, artemisia, pepper, cinnamon, clove, patchouli, cedar, leather, vanilla"
Le Maroc pour elle Eau de Parfum,Tauer Perfumes," Moroccan Petitgrain (bitter orange), French Lavender, red Mandarin, Moroccan Rose absolute, Moroccan Jasmin absolute, Moroccan Cedarwood from the High Atlas, Sandalwood, Patchouli"
Patchouli perfume oil,Jalaine," Tunisian patchouli, amber, three types of musk, vanilla"
Vanilla perfume oil,Jalaine," French vanilla, vanilla"
Costes perfume Eau de Toilette,Costes," Juniper berries, coriander seeds, rosewood, incense, musk, laurel, white pepper, lavender"
